sku,claveProducto,qty,price,group_price:Lista 2,group_price:Lista 3,group_price:Lista 4,group_price:Lista 5,group_price:Lista 6,group_price:Lista 7,use_config_backorders,status
04369,300001310,2.00,308.60,314.80,0.00,0.00,0.00,0.00,0.00,1,1
QM-4655,300001319,1.00,7462.50,7910.40,0.00,0.00,0.00,0.00,0.00,1,1
185-010,300001322,0.00,380.30,380.30,0.00,0.00,0.00,0.00,0.00,1,1
03720,300001325,2.00,162.90,166.20,0.00,0.00,0.00,0.00,0.00,1,1
02603,300001331,1.00,21375.90,21805.80,0.00,0.00,0.00,0.00,0.00,1,1
NNR-3215,300001332,0.00,82.40,89.10,0.00,0.00,0.00,0.00,0.00,1,1
87175910,300001334,2.00,808.80,808.80,0.00,0.00,0.00,0.00,0.00,1,1
K12-050-01-MX,300001335,4.00,175.20,189.40,0.00,0.00,0.00,0.00,0.00,1,1
01093,300001341,10.00,74.10,75.50,0.00,0.00,0.00,0.00,0.00,1,1
01085,300001342,9.00,1703.20,1737.40,0.00,0.00,0.00,0.00,0.00,1,1
01084,300001343,10.00,1703.20,1737.40,0.00,0.00,0.00,0.00,0.00,1,1
SH-70-260217,300001344,3.00,1248.00,1248.00,0.00,0.00,0.00,0.00,0.00,1,1
800-925,300001350,1.00,2234.80,2234.80,0.00,0.00,0.00,0.00,0.00,1,1
S-89044250,300001352,1.00,831.20,831.20,0.00,0.00,0.00,0.00,0.00,1,1
K-50300,300001354,5.00,94.60,94.60,0.00,0.00,0.00,0.00,0.00,1,1
661-443,300001356,10.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
NNR-1338,300001357,15.00,5.50,6.00,0.00,0.00,0.00,0.00,0.00,1,1
05598,300001359,3.00,6368.40,6496.40,0.00,0.00,0.00,0.00,0.00,1,1
S-142440,300001360,15.00,130.40,130.40,0.00,0.00,0.00,0.00,0.00,1,1
S-140052,300001361,6.00,91.40,91.40,0.00,0.00,0.00,0.00,0.00,1,1
700-246,300001363,3.00,857.70,857.70,0.00,0.00,0.00,0.00,0.00,1,1
661-323,300001367,2.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
665-1304,300001371,1.00,698.70,698.70,0.00,0.00,0.00,0.00,0.00,1,1
00869,300001372,7.00,345.60,352.50,0.00,0.00,0.00,0.00,0.00,1,1
671-312,300001375,0.00,698.70,698.70,0.00,0.00,0.00,0.00,0.00,1,1
700-601A,300001376,1.00,706.30,706.30,0.00,0.00,0.00,0.00,0.00,1,1
742-224,300001377,0.00,256.50,256.50,0.00,0.00,0.00,0.00,0.00,1,1
738-021,300001378,0.00,38.20,38.20,0.00,0.00,0.00,0.00,0.00,1,1
700-821,300001380,0.00,85.30,85.30,0.00,0.00,0.00,0.00,0.00,1,1
VATS1,300001383,9.00,1433.10,1549.10,0.00,0.00,0.00,0.00,0.00,1,1
45391,300001384,15.00,29.90,32.30,0.00,0.00,0.00,0.00,0.00,1,1
22368,300001387,2.00,3110.10,3172.70,0.00,0.00,0.00,0.00,0.00,1,1
185-051,300001389,4.00,3788.50,3788.50,0.00,0.00,0.00,0.00,0.00,1,1
23817,300001391,2.00,133.30,136.00,0.00,0.00,0.00,0.00,0.00,1,1
21429,300001395,1.00,742.10,742.10,0.00,0.00,0.00,0.00,0.00,1,1
K-12900,300001408,4.00,2955.50,2955.50,0.00,0.00,0.00,0.00,0.00,1,1
850-004,300001409,2.00,653.10,653.10,0.00,0.00,0.00,0.00,0.00,1,1
779-090,300001410,0.00,354.70,354.70,0.00,0.00,0.00,0.00,0.00,1,1
143-500,300001411,0.00,25365.70,25365.70,0.00,0.00,0.00,0.00,0.00,1,1
661-423,300001412,1.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
01406,300001413,8.00,6220.30,6345.30,0.00,0.00,0.00,0.00,0.00,1,1
700-496,300001416,0.00,2473.70,2473.70,0.00,0.00,0.00,0.00,0.00,1,1
23450,300001417,1.00,8547.60,8719.40,0.00,0.00,0.00,0.00,0.00,1,1
AV-2115-FX,300001419,20.00,1092.55,1155.25,0.00,0.00,0.00,0.00,0.00,1,1
K08,300001426,3.00,1107.60,1197.30,0.00,0.00,0.00,0.00,0.00,1,1
424-816,300001428,0.00,6690.90,6690.90,0.00,0.00,0.00,0.00,0.00,1,1
VBR-50,300001430,9.00,731.80,791.10,0.00,0.00,0.00,0.00,0.00,1,1
K-50350,300001431,2.00,88.30,88.30,0.00,0.00,0.00,0.00,0.00,1,1
542-035,300001434,0.00,2927.50,2927.50,0.00,0.00,0.00,0.00,0.00,1,1
SH-70260002,300001435,26.00,246.20,246.20,0.00,0.00,0.00,0.00,0.00,1,1
SH-154850,300001443,5.00,2759.30,2759.30,0.00,0.00,0.00,0.00,0.00,1,1
NNR-1304,300001445,13.00,11.60,12.50,0.00,0.00,0.00,0.00,0.00,1,1
757-022,300001447,2.00,284.70,284.70,0.00,0.00,0.00,0.00,0.00,1,1
800-241,300001449,0.00,1357.60,1357.60,0.00,0.00,0.00,0.00,0.00,1,1
F18-B00-M3DA,300001455,2.00,20735.30,22413.80,0.00,0.00,0.00,0.00,0.00,1,1
F18-C00-M3DA,300001456,4.00,20735.30,22413.80,0.00,0.00,0.00,0.00,0.00,1,1
700-537,300001458,3.00,33.80,33.80,0.00,0.00,0.00,0.00,0.00,1,1
783-036,300001462,0.00,1658.50,1658.50,0.00,0.00,0.00,0.00,0.00,1,1
01908,300001464,3.00,641.80,654.70,0.00,0.00,0.00,0.00,0.00,1,1
700-252,300001465,0.00,422.40,422.40,0.00,0.00,0.00,0.00,0.00,1,1
NNR-0605,300001467,17.00,13.50,14.60,0.00,0.00,0.00,0.00,0.00,1,1
02195,300001470,204.00,19.70,20.10,0.00,0.00,0.00,0.00,0.00,1,1
30700-ZE1-013,300001472,4.00,201.60,217.90,0.00,0.00,0.00,0.00,0.00,1,1
36100-ZE1-015,300001473,3.00,183.90,198.70,0.00,0.00,0.00,0.00,0.00,1,1
814-002,300001474,1.00,346.10,346.10,0.00,0.00,0.00,0.00,0.00,1,1
08741,300001482,3.00,518.40,528.80,0.00,0.00,0.00,0.00,0.00,1,1
02609,300001486,6.00,3702.50,3777.00,0.00,0.00,0.00,0.00,0.00,1,1
765-185,300001489,0.00,14581.20,14581.20,0.00,0.00,0.00,0.00,0.00,1,1
20515,300001490,2.00,789.90,805.80,0.00,0.00,0.00,0.00,0.00,1,1
661-435,300001491,0.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
01100,300001494,4.00,1135.40,1158.30,0.00,0.00,0.00,0.00,0.00,1,1
550-227,300001495,0.00,1197.90,1197.90,0.00,0.00,0.00,0.00,0.00,1,1
103-575,300001500,0.00,1818.50,1818.50,0.00,0.00,0.00,0.00,0.00,1,1
661-629,300001501,1.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
138-340,300001507,0.00,177.70,177.70,0.00,0.00,0.00,0.00,0.00,1,1
103-101A,300001508,0.00,3136.70,3136.70,0.00,0.00,0.00,0.00,0.00,1,1
700-599,300001511,1.00,3807.50,3807.50,0.00,0.00,0.00,0.00,0.00,1,1
12097,300001512,1.00,97.30,97.30,0.00,0.00,0.00,0.00,0.00,1,1
07730,300001514,7.00,901.00,919.10,0.00,0.00,0.00,0.00,0.00,1,1
K-21360,300001515,6.00,1942.80,1942.80,0.00,0.00,0.00,0.00,0.00,1,1
762-080,300001517,1.00,1327.80,1327.80,0.00,0.00,0.00,0.00,0.00,1,1
762-058,300001518,1.00,113.60,113.60,0.00,0.00,0.00,0.00,0.00,1,1
05528,300001519,6.00,1777.20,1812.90,0.00,0.00,0.00,0.00,0.00,1,1
762-175,300001520,0.00,2600.80,2600.80,0.00,0.00,0.00,0.00,0.00,1,1
700-204,300001522,2.00,3250.00,3250.00,0.00,0.00,0.00,0.00,0.00,1,1
11914,300001523,6.00,126.90,129.50,0.00,0.00,0.00,0.00,0.00,1,1
103-842A,300001526,0.00,5459.80,5459.80,0.00,0.00,0.00,0.00,0.00,1,1
730-508,300001531,0.00,460.20,460.20,0.00,0.00,0.00,0.00,0.00,1,1
HDCBX-360-TUB,300001537,1.00,3530.50,3530.50,0.00,0.00,0.00,0.00,0.00,1,1
01097,300001541,4.00,44.40,45.30,0.00,0.00,0.00,0.00,0.00,1,1
542-015,300001543,0.00,2193.10,2193.10,0.00,0.00,0.00,0.00,0.00,1,1
151-155,300001546,0.00,4343.00,4343.00,0.00,0.00,0.00,0.00,0.00,1,1
191-444,300001547,1.00,1359.10,1359.10,0.00,0.00,0.00,0.00,0.00,1,1
141-157,300001548,0.00,3664.90,3664.90,0.00,0.00,0.00,0.00,0.00,1,1
11569,300001551,10.00,571.20,582.70,0.00,0.00,0.00,0.00,0.00,1,1
661-719,300001555,2.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
12309,300001558,1.00,13879.20,14158.30,0.00,0.00,0.00,0.00,0.00,1,1
01105,300001560,2.00,1209.50,1233.80,0.00,0.00,0.00,0.00,0.00,1,1
01940,300001566,1.00,83.90,85.60,0.00,0.00,0.00,0.00,0.00,1,1
580-003,300001569,5.00,273.00,273.00,0.00,0.00,0.00,0.00,0.00,1,1
226-001,300001570,4.00,43.90,43.90,0.00,0.00,0.00,0.00,0.00,1,1
12300,300001584,2.00,4823.90,4920.90,0.00,0.00,0.00,0.00,0.00,1,1
11506,300001585,11.00,338.50,345.30,0.00,0.00,0.00,0.00,0.00,1,1
12119,300001586,1.00,1311.80,1338.10,0.00,0.00,0.00,0.00,0.00,1,1
11587,300001587,2.00,304.70,310.80,0.00,0.00,0.00,0.00,0.00,1,1
434-662,300001590,0.00,5939.90,5939.90,0.00,0.00,0.00,0.00,0.00,1,1
755-170,300001592,1.00,8129.70,8129.70,0.00,0.00,0.00,0.00,0.00,1,1
06369,300001594,1.00,148.10,151.10,0.00,0.00,0.00,0.00,0.00,1,1
00785,300001597,5.00,1086.10,1107.90,0.00,0.00,0.00,0.00,0.00,1,1
03569,300001599,2.00,715.80,730.20,0.00,0.00,0.00,0.00,0.00,1,1
449-752A,300001603,1.00,24024.00,24024.00,0.00,0.00,0.00,0.00,0.00,1,1
15030,300001609,12.00,1184.80,1208.60,0.00,0.00,0.00,0.00,0.00,1,1
21830,300001610,1.00,394.90,402.90,0.00,0.00,0.00,0.00,0.00,1,1
944-050,300001611,1.00,1135.70,1135.70,0.00,0.00,0.00,0.00,0.00,1,1
800-266,300001613,0.00,1205.70,1205.70,0.00,0.00,0.00,0.00,0.00,1,1
CNR-3245,300001616,24.00,43.00,46.50,0.00,0.00,0.00,0.00,0.00,1,1
S-98029290,300001617,6.00,304.90,304.90,0.00,0.00,0.00,0.00,0.00,1,1
8739-0310,300001618,6.00,1789.10,1789.10,0.00,0.00,0.00,0.00,0.00,1,1
NNR-3208,300001621,9.00,46.20,49.90,0.00,0.00,0.00,0.00,0.00,1,1
TUNR-32,300001622,7.00,106.00,114.60,0.00,0.00,0.00,0.00,0.00,1,1
424-219,300001624,0.00,1014.80,1014.80,0.00,0.00,0.00,0.00,0.00,1,1
185-984A,300001627,1.00,10704.80,10704.80,0.00,0.00,0.00,0.00,0.00,1,1
11771,300001628,4.00,253.90,259.00,0.00,0.00,0.00,0.00,0.00,1,1
11930,300001629,2.00,123.40,125.90,0.00,0.00,0.00,0.00,0.00,1,1
770-171,300001630,0.00,23.70,23.70,0.00,0.00,0.00,0.00,0.00,1,1
227-100,300001635,1.00,810.70,810.70,0.00,0.00,0.00,0.00,0.00,1,1
S-463655,300001639,9.00,1383.30,1383.30,0.00,0.00,0.00,0.00,0.00,1,1
S-140654,300001640,9.00,27.90,27.90,0.00,0.00,0.00,0.00,0.00,1,1
761-697,300001643,4.00,170.10,170.10,0.00,0.00,0.00,0.00,0.00,1,1
17210-ZE2-822,300001646,9.00,145.30,157.10,0.00,0.00,0.00,0.00,0.00,1,1
CNR-1390MH,300001648,25.00,23.10,24.90,0.00,0.00,0.00,0.00,0.00,1,1
241-1091,300001652,1.00,128.10,128.10,0.00,0.00,0.00,0.00,0.00,1,1
240-022A,300001654,1.00,1328.70,1328.70,0.00,0.00,0.00,0.00,0.00,1,1
441-149,300001655,0.00,98.30,98.30,0.00,0.00,0.00,0.00,0.00,1,1
670-109,300001657,0.00,1760.10,1760.10,0.00,0.00,0.00,0.00,0.00,1,1
H-30500-Z0T-8,300001661,2.00,963.00,1041.00,0.00,0.00,0.00,0.00,0.00,1,1
700-1025,300001664,2.00,4876.70,4876.70,0.00,0.00,0.00,0.00,0.00,1,1
10847,300001669,1.00,11650.60,11884.90,0.00,0.00,0.00,0.00,0.00,1,1
661-1221,300001677,2.00,698.70,698.70,0.00,0.00,0.00,0.00,0.00,1,1
04521,300001681,1.00,2591.80,2643.90,0.00,0.00,0.00,0.00,0.00,1,1
BRR-2513,300001683,2.00,46.70,50.50,0.00,0.00,0.00,0.00,0.00,1,1
16561-ZE0-020,300001684,4.00,36.70,39.70,0.00,0.00,0.00,0.00,0.00,1,1
858-912,300001686,1.00,269.40,269.40,0.00,0.00,0.00,0.00,0.00,1,1
H14751-ZF1-00,300001688,3.00,52.10,56.40,0.00,0.00,0.00,0.00,0.00,1,1
H13010-Z0T-80,300001690,2.00,215.00,232.40,0.00,0.00,0.00,0.00,0.00,1,1
R73G-3AK-RMN,300001704,2.00,525.00,567.50,0.00,0.00,0.00,0.00,0.00,1,1
20241961,300001705,4.00,689.80,689.80,0.00,0.00,0.00,0.00,0.00,1,1
721-225,300001706,4.00,679.50,679.50,0.00,0.00,0.00,0.00,0.00,1,1
035500C130,300001707,1.00,1.90,2.00,0.00,0.00,0.00,0.00,0.00,1,1
20242041,300001710,15.00,68.10,68.10,0.00,0.00,0.00,0.00,0.00,1,1
20240251,300001714,76.20,169.30,169.30,0.00,0.00,0.00,0.00,0.00,1,1
20757720,300001715,1.00,1834.30,1834.30,0.00,0.00,0.00,0.00,0.00,1,1
H17231-ZE3-W0,300001716,1.00,660.30,713.70,0.00,0.00,0.00,0.00,0.00,1,1
20242919,300001720,2.00,402.30,402.30,0.00,0.00,0.00,0.00,0.00,1,1
40-1925,300001724,1.00,193.30,204.90,0.00,0.00,0.00,0.00,0.00,1,1
520713B,300001727,1.00,2898.60,2972.80,0.00,0.00,0.00,0.00,0.00,1,1
98039360,300001728,6.00,1150.50,1150.50,0.00,0.00,0.00,0.00,0.00,1,1
04635,300001729,3.00,738.00,752.90,0.00,0.00,0.00,0.00,0.00,1,1
20822094,300001732,2.00,397.50,397.50,0.00,0.00,0.00,0.00,0.00,1,1
20242219,300001736,5.00,493.10,493.10,0.00,0.00,0.00,0.00,0.00,1,1
20242879,300001737,6.00,363.70,363.70,0.00,0.00,0.00,0.00,0.00,1,1
20242094,300001740,4.00,479.80,479.80,0.00,0.00,0.00,0.00,0.00,1,1
23101,300001742,1.00,2919.70,2978.40,0.00,0.00,0.00,0.00,0.00,1,1
20241925,300001743,5.00,140.70,140.70,0.00,0.00,0.00,0.00,0.00,1,1
20703157,300001747,15.24,921.50,921.50,0.00,0.00,0.00,0.00,0.00,1,1
08964,300001748,5.00,414.70,423.00,0.00,0.00,0.00,0.00,0.00,1,1
GAS55,300001751,4.00,10753.40,10753.40,0.00,0.00,0.00,0.00,0.00,1,1
661-835,300001755,2.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
90325-044-000,300001756,5.00,17.30,18.70,0.00,0.00,0.00,0.00,0.00,1,1
11947,300001761,6.00,1198.90,1223.00,0.00,0.00,0.00,0.00,0.00,1,1
10894,300001763,2.00,23893.70,24374.10,0.00,0.00,0.00,0.00,0.00,1,1
330-213,300001764,2.00,980.30,980.30,0.00,0.00,0.00,0.00,0.00,1,1
28164,300001765,1.00,396.70,404.70,0.00,0.00,0.00,0.00,0.00,1,1
6358REDUCTOR,300001769,7.25,143.90,155.60,0.00,0.00,0.00,0.00,0.00,1,1
20242093,300001770,15.00,81.20,81.20,0.00,0.00,0.00,0.00,0.00,1,1
20488,300001774,1.00,74.10,75.50,0.00,0.00,0.00,0.00,0.00,1,1
20242883,300001775,1.00,410.20,410.20,0.00,0.00,0.00,0.00,0.00,1,1
20241752,300001778,4.00,736.30,736.30,0.00,0.00,0.00,0.00,0.00,1,1
20241951,300001781,15.00,298.10,298.10,0.00,0.00,0.00,0.00,0.00,1,1
CNR-3290MH,300001782,0.00,50.70,54.80,0.00,0.00,0.00,0.00,0.00,1,1
31915-ZOH-003,300001786,5.00,184.80,199.80,0.00,0.00,0.00,0.00,0.00,1,1
R74G-6AK-RMG,300001787,1.00,2778.40,3003.30,0.00,0.00,0.00,0.00,0.00,1,1
23744,300001789,0.00,4570.00,4661.90,0.00,0.00,0.00,0.00,0.00,1,1
10546,300001790,1.00,8096.20,8259.00,0.00,0.00,0.00,0.00,0.00,1,1
40-1924,300001791,1.00,851.40,902.20,0.00,0.00,0.00,0.00,0.00,1,1
20821906,300001792,2.00,676.60,676.60,0.00,0.00,0.00,0.00,0.00,1,1
11345,300001794,1.00,2623.50,2676.30,0.00,0.00,0.00,0.00,0.00,1,1
SLG-14,300001796,6.00,290.30,313.80,0.00,0.00,0.00,0.00,0.00,1,1
LLM-1306,300001797,14.00,100.80,109.00,0.00,0.00,0.00,0.00,0.00,1,1
0215600,300001798,1.00,2192.50,2370.10,0.00,0.00,0.00,0.00,0.00,1,1
COMJC30VB,300001799,1.00,13553.30,13553.30,0.00,0.00,0.00,0.00,0.00,1,1
20242149,300001803,15.00,148.10,148.10,0.00,0.00,0.00,0.00,0.00,1,1
697-643,300001806,2.00,698.70,698.70,0.00,0.00,0.00,0.00,0.00,1,1
20822034,300001807,6.00,304.30,304.30,0.00,0.00,0.00,0.00,0.00,1,1
03751B178,300001808,1.00,1.90,2.00,0.00,0.00,0.00,0.00,0.00,1,1
D-PHC-4547,300001809,88.00,101.20,109.40,0.00,0.00,0.00,0.00,0.00,1,1
20241783,300001811,1.00,2068.40,2068.40,0.00,0.00,0.00,0.00,0.00,1,1
NNR-1306,300001813,20.00,16.20,17.50,0.00,0.00,0.00,0.00,0.00,1,1
20240218,300001815,152.40,104.30,104.30,0.00,0.00,0.00,0.00,0.00,1,1
20822127,300001817,2.00,515.30,515.30,0.00,0.00,0.00,0.00,0.00,1,1
20242237,300001821,5.00,323.80,323.80,0.00,0.00,0.00,0.00,0.00,1,1
40-1921,300001822,1.00,521.60,552.90,0.00,0.00,0.00,0.00,0.00,1,1
87253550,300001825,1.00,813.20,813.20,0.00,0.00,0.00,0.00,0.00,1,1
692-415,300001826,1.00,870.10,870.10,0.00,0.00,0.00,0.00,0.00,1,1
20821908,300001827,2.00,806.80,806.80,0.00,0.00,0.00,0.00,0.00,1,1
662-717,300001828,0.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
20242232,300001834,5.00,349.50,349.50,0.00,0.00,0.00,0.00,0.00,1,1
20242903,300001835,2.00,294.90,294.90,0.00,0.00,0.00,0.00,0.00,1,1
20821963,300001838,10.00,396.30,396.30,0.00,0.00,0.00,0.00,0.00,1,1
03152,300001840,15.00,14.80,15.10,0.00,0.00,0.00,0.00,0.00,1,1
20242036,300001843,5.00,114.00,114.00,0.00,0.00,0.00,0.00,0.00,1,1
HDCBX-LC,300001844,1.00,816.50,832.80,0.00,0.00,0.00,0.00,0.00,1,1
20703156,300001845,15.24,731.10,731.10,0.00,0.00,0.00,0.00,0.00,1,1
662-731,300001846,3.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
0502079,300001847,1.00,72.20,72.20,0.00,0.00,0.00,0.00,0.00,1,1
9832128,300001850,5.00,53.20,53.20,0.00,0.00,0.00,0.00,0.00,1,1
20241758,300001852,2.00,2142.50,2142.50,0.00,0.00,0.00,0.00,0.00,1,1
TUNR-13,300001854,15.00,41.50,44.90,0.00,0.00,0.00,0.00,0.00,1,1
23523,300001858,1.00,4390.10,4478.40,0.00,0.00,0.00,0.00,0.00,1,1
20242069,300001860,15.00,60.80,60.80,0.00,0.00,0.00,0.00,0.00,1,1
773-127,300001862,1.00,1130.90,1130.90,0.00,0.00,0.00,0.00,0.00,1,1
5019004100,300001864,1.00,353.50,382.10,0.00,0.00,0.00,0.00,0.00,1,1
03311,300001865,1.00,9.90,10.10,0.00,0.00,0.00,0.00,0.00,1,1
20242881,300001866,2.00,386.20,386.20,0.00,0.00,0.00,0.00,0.00,1,1
S-98022170,300001867,1.00,2788.50,2788.50,0.00,0.00,0.00,0.00,0.00,1,1
AV-2115-D,300001868,61.00,1355.40,1436.80,0.00,0.00,0.00,0.00,0.00,1,1
24446,300001870,0.00,1061.40,1082.70,0.00,0.00,0.00,0.00,0.00,1,1
25169045,300001871,1.00,1534.80,1659.10,0.00,0.00,0.00,0.00,0.00,1,1
20242931,300001872,4.00,850.00,850.00,0.00,0.00,0.00,0.00,0.00,1,1
870-441,300001873,4.00,1025.30,1025.30,0.00,0.00,0.00,0.00,0.00,1,1
20241963,300001876,15.00,160.00,160.00,0.00,0.00,0.00,0.00,0.00,1,1
20240259,300001877,152.40,267.50,267.50,0.00,0.00,0.00,0.00,0.00,1,1
183-992,300001879,1.00,10477.00,10477.00,0.00,0.00,0.00,0.00,0.00,1,1
17211-ZHH-000,300001882,5.00,42.00,45.40,0.00,0.00,0.00,0.00,0.00,1,1
01114,300001884,1.00,2172.30,2215.70,0.00,0.00,0.00,0.00,0.00,1,1
EMG-DG-343-13,300001888,9.00,1885.90,1999.10,0.00,0.00,0.00,0.00,0.00,1,1
20821915,300001889,2.00,446.50,446.50,0.00,0.00,0.00,0.00,0.00,1,1
330-619,300001892,5.00,980.30,980.30,0.00,0.00,0.00,0.00,0.00,1,1
662-629,300001893,15.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
NC-50,300001894,2.00,24.10,26.10,0.00,0.00,0.00,0.00,0.00,1,1
20242198,300001897,5.00,139.40,139.40,0.00,0.00,0.00,0.00,0.00,1,1
20757741,300001900,2.00,1016.00,1016.00,0.00,0.00,0.00,0.00,0.00,1,1
192212,300001901,2.00,1368.60,1479.50,0.00,0.00,0.00,0.00,0.00,1,1
20241768,300001903,1.00,2236.30,2236.30,0.00,0.00,0.00,0.00,0.00,1,1
9802-2220,300001904,1.00,1808.60,1808.60,0.00,0.00,0.00,0.00,0.00,1,1
20241897,300001905,5.00,211.70,211.70,0.00,0.00,0.00,0.00,0.00,1,1
0533317A,300001906,1.00,16351.20,16351.20,0.00,0.00,0.00,0.00,0.00,1,1
20242228,300001908,5.00,183.60,183.60,0.00,0.00,0.00,0.00,0.00,1,1
21460,300001911,1.00,293240.50,299136.70,0.00,0.00,0.00,0.00,0.00,1,1
661-735,300001912,5.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
20241954,300001913,5.00,157.20,157.20,0.00,0.00,0.00,0.00,0.00,1,1
98039380,300001917,1.00,1369.60,1369.60,0.00,0.00,0.00,0.00,0.00,1,1
20822032,300001918,6.00,491.80,491.80,0.00,0.00,0.00,0.00,0.00,1,1
12335,300001919,1.00,5120.10,5223.00,0.00,0.00,0.00,0.00,0.00,1,1
759-033,300001921,0.00,113.70,113.70,0.00,0.00,0.00,0.00,0.00,1,1
CONEX-070714,300001922,3.00,101.40,109.60,0.00,0.00,0.00,0.00,0.00,1,1
20242204,300001925,5.00,159.30,159.30,0.00,0.00,0.00,0.00,0.00,1,1
763-567,300001928,0.00,11662.60,11662.60,0.00,0.00,0.00,0.00,0.00,1,1
NNR-2512,300001929,6.00,49.10,53.10,0.00,0.00,0.00,0.00,0.00,1,1
236-948,300001934,1.00,5390.83,5390.83,0.00,0.00,0.00,0.00,0.00,1,1
20821967,300001935,15.00,187.20,187.20,0.00,0.00,0.00,0.00,0.00,1,1
14410-ZE0-010,300001937,1.00,95.20,102.90,0.00,0.00,0.00,0.00,0.00,1,1
20242008,300001938,13.00,87.80,87.80,0.00,0.00,0.00,0.00,0.00,1,1
HDCBX-LA,300001941,2.00,2138.40,2181.20,0.00,0.00,0.00,0.00,0.00,1,1
20703155,300001942,60.96,371.00,371.00,0.00,0.00,0.00,0.00,0.00,1,1
9802-8880,300001943,25.00,17.90,18.00,0.00,0.00,0.00,0.00,0.00,1,1
AB100,300001944,4.00,16.80,18.20,0.00,0.00,0.00,0.00,0.00,1,1
0509583,300001945,3.00,256.20,256.20,0.00,0.00,0.00,0.00,0.00,1,1
23517,300001946,1.00,4840.60,4937.40,0.00,0.00,0.00,0.00,0.00,1,1
RES-1,300001947,1.00,58.80,63.60,0.00,0.00,0.00,0.00,0.00,1,1
7326-XC,300001948,18.00,1513.78,1513.78,0.00,0.00,0.00,0.00,0.00,1,1
922-033,300001949,1.00,1963.00,1963.00,0.00,0.00,0.00,0.00,0.00,1,1
20822098,300001950,2.00,293.20,293.20,0.00,0.00,0.00,0.00,0.00,1,1
CLA-3,300001951,5.00,222.10,240.00,0.00,0.00,0.00,0.00,0.00,1,1
S-260268X,300001952,1.00,1770.10,1770.10,0.00,0.00,0.00,0.00,0.00,1,1
235-028,300001955,1.00,504.20,504.20,0.00,0.00,0.00,0.00,0.00,1,1
0509171A,300001962,1.00,7119.20,7119.20,0.00,0.00,0.00,0.00,0.00,1,1
S-337212,300001963,1.00,3436.90,3436.90,0.00,0.00,0.00,0.00,0.00,1,1
RES-TITAN,300001964,2.00,193.20,208.80,0.00,0.00,0.00,0.00,0.00,1,1
PRO-506,300001969,17.00,65.70,65.70,0.00,0.00,0.00,0.00,0.00,1,1
01383,300001970,5.00,2327.30,2374.10,0.00,0.00,0.00,0.00,0.00,1,1
692-1223,300001973,1.00,870.10,870.10,0.00,0.00,0.00,0.00,0.00,1,1
765-360,300001974,0.00,7871.80,7871.80,0.00,0.00,0.00,0.00,0.00,1,1
PRO-901,300001975,129.00,17.40,17.40,0.00,0.00,0.00,0.00,0.00,1,1
138-154,300001976,3.00,935.90,935.90,0.00,0.00,0.00,0.00,0.00,1,1
235-022,300001979,1.00,743.90,743.90,0.00,0.00,0.00,0.00,0.00,1,1
SH-70260802,300001980,16.00,1152.90,1152.90,0.00,0.00,0.00,0.00,0.00,1,1
20241977,300001981,5.00,432.80,432.80,0.00,0.00,0.00,0.00,0.00,1,1
W-0351761,300001982,4.00,759.00,774.10,0.00,0.00,0.00,0.00,0.00,1,1
931740,300001985,2.00,820.30,820.30,0.00,0.00,0.00,0.00,0.00,1,1
671-410,300001986,0.00,698.70,698.70,0.00,0.00,0.00,0.00,0.00,1,1
AM60010220,300001988,1.00,8635.70,8635.70,0.00,0.00,0.00,0.00,0.00,1,1
759-016,300001989,0.00,50.20,50.20,0.00,0.00,0.00,0.00,0.00,1,1
20241698,300001991,5.00,497.50,497.50,0.00,0.00,0.00,0.00,0.00,1,1
20513,300001992,1.00,1184.80,1208.60,0.00,0.00,0.00,0.00,0.00,1,1
770-210,300001993,1.00,435.40,435.40,0.00,0.00,0.00,0.00,0.00,1,1
HDCBX-360-TUB,300001994,1.00,14318.30,14318.30,0.00,0.00,0.00,0.00,0.00,1,1
20242917,300001995,2.00,558.00,558.00,0.00,0.00,0.00,0.00,0.00,1,1
506-275A,300001998,2.00,27358.70,27358.70,0.00,0.00,0.00,0.00,0.00,1,1
12476,300001999,1.00,169.30,172.70,0.00,0.00,0.00,0.00,0.00,1,1
SH-34904,300002003,1.00,1152.60,1152.60,0.00,0.00,0.00,0.00,0.00,1,1
770-447,300002007,6.00,2530.20,2530.20,0.00,0.00,0.00,0.00,0.00,1,1
800-327,300002008,2.00,292.40,292.40,0.00,0.00,0.00,0.00,0.00,1,1
20822062,300002009,4.00,499.80,499.80,0.00,0.00,0.00,0.00,0.00,1,1
DGD-505,300002012,1.00,296.30,314.10,0.00,0.00,0.00,0.00,0.00,1,1
