sku,claveProducto,qty,price,group_price:Lista 2,group_price:Lista 3,group_price:Lista 4,group_price:Lista 5,group_price:Lista 6,group_price:Lista 7,use_config_backorders,status
773-158,300002701,1.00,1233.90,1233.90,0.00,0.00,0.00,0.00,0.00,1,1
7747050554,300002702,3.00,1504.30,1626.20,0.00,0.00,0.00,0.00,0.00,1,1
702-039,300002704,4.00,113.80,113.80,0.00,0.00,0.00,0.00,0.00,1,1
20276604,300002705,228.60,120.80,120.80,0.00,0.00,0.00,0.00,0.00,1,1
S-103002X,300002706,3.00,354.60,354.60,0.00,0.00,0.00,0.00,0.00,1,1
S-106894,300002707,2.00,4422.70,4422.70,0.00,0.00,0.00,0.00,0.00,1,1
860-002,300002708,1.00,33.90,33.90,0.00,0.00,0.00,0.00,0.00,1,1
145-051,300002713,5.00,4229.90,4229.90,0.00,0.00,0.00,0.00,0.00,1,1
14410-ZE1-010,300002720,1.00,64.90,70.20,0.00,0.00,0.00,0.00,0.00,1,1
20241779,300002722,1.00,4422.60,4422.60,0.00,0.00,0.00,0.00,0.00,1,1
K-96350,300002723,1.00,76953.20,76953.20,0.00,0.00,0.00,0.00,0.00,1,1
S-5-3152,300002724,2.00,1187.60,1187.60,0.00,0.00,0.00,0.00,0.00,1,1
185-011,300002725,3.00,611.30,611.30,0.00,0.00,0.00,0.00,0.00,1,1
0009021900,300002727,2.00,409.30,442.40,0.00,0.00,0.00,0.00,0.00,1,1
17620-ZOT-813,300002730,6.00,127.20,137.50,0.00,0.00,0.00,0.00,0.00,1,1
20242930,300002732,2.00,509.80,509.80,0.00,0.00,0.00,0.00,0.00,1,1
424-271,300002733,2.00,1809.70,1809.70,0.00,0.00,0.00,0.00,0.00,1,1
KK-4139-3,300002734,1.00,702.70,744.90,0.00,0.00,0.00,0.00,0.00,1,1
800-910,300002738,2.00,207.10,207.10,0.00,0.00,0.00,0.00,0.00,1,1
40-1928,300002739,1.00,932.40,988.40,0.00,0.00,0.00,0.00,0.00,1,1
694-051,300002740,1.00,3338.20,3338.20,0.00,0.00,0.00,0.00,0.00,1,1
328-320,300002741,2.00,26275.40,26275.40,0.00,0.00,0.00,0.00,0.00,1,1
BAL-62032ZRC3,300002743,2.00,55.40,59.90,0.00,0.00,0.00,0.00,0.00,1,1
20693296,300002745,60.96,445.40,445.40,0.00,0.00,0.00,0.00,0.00,1,1
S-337135,300002747,10.00,109.90,109.90,0.00,0.00,0.00,0.00,0.00,1,1
104798,300002748,6.00,928.90,928.90,0.00,0.00,0.00,0.00,0.00,1,1
520714B,300002753,1.00,2898.60,2972.80,0.00,0.00,0.00,0.00,0.00,1,1
98039370,300002754,3.00,149.20,149.20,0.00,0.00,0.00,0.00,0.00,1,1
TUNR-25,300002755,9.00,73.80,79.70,0.00,0.00,0.00,0.00,0.00,1,1
9801-8000,300002758,0.00,48636.80,50604.70,0.00,0.00,0.00,0.00,0.00,1,1
20822076,300002763,4.00,483.50,483.50,0.00,0.00,0.00,0.00,0.00,1,1
756-112,300002766,1.00,5061.30,5061.30,0.00,0.00,0.00,0.00,0.00,1,1
928-835,300002767,2.00,13092.30,13092.30,0.00,0.00,0.00,0.00,0.00,1,1
763-557,300002773,2.00,3043.00,3043.00,0.00,0.00,0.00,0.00,0.00,1,1
W-0351227,300002775,3.00,150.80,153.90,0.00,0.00,0.00,0.00,0.00,1,1
PVC-10019,300002776,81.00,62.40,67.50,0.00,0.00,0.00,0.00,0.00,1,1
PRO-213,300002777,20.00,67.90,67.90,0.00,0.00,0.00,0.00,0.00,1,1
GAS-1,300002779,67.50,14.80,16.00,0.00,0.00,0.00,0.00,0.00,1,1
K41DA00-KS1-K,300002782,1.00,1539.40,1664.00,0.00,0.00,0.00,0.00,0.00,1,1
770-134,300002783,11.00,61.10,61.10,0.00,0.00,0.00,0.00,0.00,1,1
TOP-5,300002784,8.00,11.80,12.70,0.00,0.00,0.00,0.00,0.00,1,1
20242239,300002785,5.00,168.20,168.20,0.00,0.00,0.00,0.00,0.00,1,1
SH-5816,300002786,1.00,2776.60,2776.60,0.00,0.00,0.00,0.00,0.00,1,1
F74C-4AD-QP0,300002787,2.00,1763.40,1906.20,0.00,0.00,0.00,0.00,0.00,1,1
770-181,300002788,2.00,209.80,209.80,0.00,0.00,0.00,0.00,0.00,1,1
770-679,300002789,4.00,203.10,203.10,0.00,0.00,0.00,0.00,0.00,1,1
20242902,300002790,2.00,424.00,424.00,0.00,0.00,0.00,0.00,0.00,1,1
770-178,300002794,3.00,374.40,374.40,0.00,0.00,0.00,0.00,0.00,1,1
SH-28116,300002795,1.00,515.40,515.40,0.00,0.00,0.00,0.00,0.00,1,1
BS-271794,300002799,1.00,45.40,49.00,0.00,0.00,0.00,0.00,0.00,1,1
770-424,300002802,3.00,255.40,255.40,0.00,0.00,0.00,0.00,0.00,1,1
800-242,300002803,9.00,316.20,316.20,0.00,0.00,0.00,0.00,0.00,1,1
700-698,300002804,124.00,293.10,293.10,0.00,0.00,0.00,0.00,0.00,1,1
20242909,300002805,4.00,567.00,567.00,0.00,0.00,0.00,0.00,0.00,1,1
CP-43987,300002806,1.00,80.00,80.00,0.00,0.00,0.00,0.00,0.00,1,1
03216,300002807,2.00,9.90,10.10,0.00,0.00,0.00,0.00,0.00,1,1
SH-7505,300002808,2.00,490.80,490.80,0.00,0.00,0.00,0.00,0.00,1,1
770-718,300002812,1.00,826.30,826.30,0.00,0.00,0.00,0.00,0.00,1,1
52040009,300002813,3.00,511.60,553.00,0.00,0.00,0.00,0.00,0.00,1,1
20242025,300002815,15.00,138.00,138.00,0.00,0.00,0.00,0.00,0.00,1,1
K28,300002816,8.00,767.40,829.50,0.00,0.00,0.00,0.00,0.00,1,1
S-106812,300002817,1.00,1950.00,1950.00,0.00,0.00,0.00,0.00,0.00,1,1
103-117,300002819,1.00,1112.80,1112.80,0.00,0.00,0.00,0.00,0.00,1,1
S-106878,300002821,3.00,1450.30,1450.30,0.00,0.00,0.00,0.00,0.00,1,1
11963,300002825,3.00,571.20,582.70,0.00,0.00,0.00,0.00,0.00,1,1
773-168,300002828,1.00,259.80,259.80,0.00,0.00,0.00,0.00,0.00,1,1
NNR-3213,300002830,14.00,11.30,12.20,0.00,0.00,0.00,0.00,0.00,1,1
20704449,300002831,15.24,1239.60,1239.60,0.00,0.00,0.00,0.00,0.00,1,1
S-103019X,300002832,2.00,1627.00,1627.00,0.00,0.00,0.00,0.00,0.00,1,1
W-0371217,300002835,1.00,940.90,959.70,0.00,0.00,0.00,0.00,0.00,1,1
23067,300002837,1.00,14563.30,14856.10,0.00,0.00,0.00,0.00,0.00,1,1
15600-ZE1-003,300002839,3.00,61.40,66.30,0.00,0.00,0.00,0.00,0.00,1,1
CG1032,300002844,1.00,311.30,311.30,0.00,0.00,0.00,0.00,0.00,1,1
K-212745,300002846,2.00,23381.80,23381.80,0.00,0.00,0.00,0.00,0.00,1,1
AM85115M,300002849,6.00,201.70,218.10,0.00,0.00,0.00,0.00,0.00,1,1
375650050,300002852,10.00,5986.70,5986.70,0.00,0.00,0.00,0.00,0.00,1,1
9970123,300002855,9.00,24.20,24.20,0.00,0.00,0.00,0.00,0.00,1,1
20025773,300002856,204.80,40.00,40.00,0.00,0.00,0.00,0.00,0.00,1,1
20025773-R,300002857,-152.40,29.40,29.40,0.00,0.00,0.00,0.00,0.00,1,1
0290009H,300002862,3.00,123103.60,123103.60,0.00,0.00,0.00,0.00,0.00,1,1
20025735,300002864,279.90,25.00,25.00,0.00,0.00,0.00,0.00,0.00,1,1
20025735-R,300002865,-152.40,18.40,18.40,0.00,0.00,0.00,0.00,0.00,1,1
H06183-Z6L-01,300002869,1.00,5807.70,6277.80,0.00,0.00,0.00,0.00,0.00,1,1
0538029,300002887,1.00,1680.50,1680.50,0.00,0.00,0.00,0.00,0.00,1,1
375750050,300002890,2.00,8412.50,8412.50,0.00,0.00,0.00,0.00,0.00,1,1
R80-30-707,300002893,1.00,663.60,711.60,0.00,0.00,0.00,0.00,0.00,1,1
0580006,300002894,9.00,8502.90,8502.90,0.00,0.00,0.00,0.00,0.00,1,1
0580009,300002895,0.00,6371.90,6371.90,0.00,0.00,0.00,0.00,0.00,1,1
0580005,300002896,10.00,5732.60,5732.60,0.00,0.00,0.00,0.00,0.00,1,1
0532000A,300002910,16.00,18500.00,36532.44,0.00,0.00,0.00,0.00,0.00,1,1
SBS-CRIS,300002914,0.00,25.20,27.20,0.00,0.00,0.00,0.00,0.00,1,1
7326-C,300002915,10.00,1372.90,1372.90,0.00,0.00,0.00,0.00,0.00,1,1
BS-808273,300002916,1.00,772.80,835.40,0.00,0.00,0.00,0.00,0.00,1,1
403012900,300002917,1.00,1961.11,2119.96,0.00,0.00,0.00,0.00,0.00,1,1
01943,300002918,1.00,207.34,211.51,0.00,0.00,0.00,0.00,0.00,1,1
5019063100,300002919,4.00,1637.10,1769.71,0.00,0.00,0.00,0.00,0.00,1,1
12251-ZF1-800,300002920,1.00,171.30,185.20,0.00,0.00,0.00,0.00,0.00,1,1
14711-ZE3-000,300002921,2.00,198.24,214.29,0.00,0.00,0.00,0.00,0.00,1,1
S-106879,300002924,2.00,553.17,553.17,0.00,0.00,0.00,0.00,0.00,1,1
S-91357,300002925,3.00,557.60,557.60,0.00,0.00,0.00,0.00,0.00,1,1
JGA-14,300002926,10.00,7.80,8.20,0.00,0.00,0.00,0.00,0.00,1,1
SH-28015,300002927,1.00,687.34,687.34,0.00,0.00,0.00,0.00,0.00,1,1
SH-6950,300002928,1.00,1963.60,1963.60,0.00,0.00,0.00,0.00,0.00,1,1
151-051,300002929,11.00,1712.00,1712.00,0.00,0.00,0.00,0.00,0.00,1,1
540-150,300002930,2.00,55.80,55.80,0.00,0.00,0.00,0.00,0.00,1,1
702-053,300002931,5.00,292.86,292.86,0.00,0.00,0.00,0.00,0.00,1,1
761-721,300002932,3.00,37.60,37.60,0.00,0.00,0.00,0.00,0.00,1,1
762-196,300002933,7.00,1297.70,1297.70,0.00,0.00,0.00,0.00,0.00,1,1
770-124,300002934,5.00,94.90,94.90,0.00,0.00,0.00,0.00,0.00,1,1
770-409,300002935,8.00,91.20,91.20,0.00,0.00,0.00,0.00,0.00,1,1
770-534,300002936,8.00,542.40,542.40,0.00,0.00,0.00,0.00,0.00,1,1
773-160,300002937,1.00,1234.00,1234.00,0.00,0.00,0.00,0.00,0.00,1,1
800-276,300002938,1.00,2600.50,2600.50,0.00,0.00,0.00,0.00,0.00,1,1
800-999,300002939,1.00,4822.00,4822.00,0.00,0.00,0.00,0.00,0.00,1,1
W-0259900,300002940,2.00,4169.50,4252.80,0.00,0.00,0.00,0.00,0.00,1,1
W-0292199,300002941,1.00,39990.10,40788.40,0.00,0.00,0.00,0.00,0.00,1,1
21346,300002942,1.00,592.50,604.50,0.00,0.00,0.00,0.00,0.00,1,1
S-103008X,300002943,1.00,1468.60,1468.60,0.00,0.00,0.00,0.00,0.00,1,1
761-108,300002944,1.00,3336.80,3336.80,0.00,0.00,0.00,0.00,0.00,1,1
S-083811,300002945,6.00,1368.52,1368.52,0.00,0.00,0.00,0.00,0.00,1,1
029EM205,300002946,1.00,61.15,66.10,0.00,0.00,0.00,0.00,0.00,1,1
17230-ZE0-820,300002947,1.00,395.35,427.35,0.00,0.00,0.00,0.00,0.00,1,1
779-106,300002948,2.00,134.90,134.90,0.00,0.00,0.00,0.00,0.00,1,1
51100051,300002949,21.00,17.10,18.40,0.00,0.00,0.00,0.00,0.00,1,1
TIA-5200,300002950,1.00,318.50,337.60,0.00,0.00,0.00,0.00,0.00,1,1
769-200,300002951,3.00,10792.10,10792.10,0.00,0.00,0.00,0.00,0.00,1,1
PRO-4131,300002952,2.00,338.50,338.50,0.00,0.00,0.00,0.00,0.00,1,1
15-270,300002953,1.00,68463.90,73948.40,0.00,0.00,0.00,0.00,0.00,1,1
S-140730,300002954,2.00,46.32,46.32,0.00,0.00,0.00,0.00,0.00,1,1
PRO-7041,300002955,12.00,817.90,817.90,0.00,0.00,0.00,0.00,0.00,1,1
931540,300002956,3.00,820.00,820.00,0.00,0.00,0.00,0.00,0.00,1,1
KB-428-1,300002957,1.00,501.36,531.45,0.00,0.00,0.00,0.00,0.00,1,1
PRO-4068,300002958,6.00,28.29,28.29,0.00,0.00,0.00,0.00,0.00,1,1
K-94700,300002959,5.00,3741.00,3741.00,0.00,0.00,0.00,0.00,0.00,1,1
742-005,300002960,1.00,239.50,239.50,0.00,0.00,0.00,0.00,0.00,1,1
CG1017,300002961,13.00,29.50,29.50,0.00,0.00,0.00,0.00,0.00,1,1
931160,300002962,4.00,820.00,820.00,0.00,0.00,0.00,0.00,0.00,1,1
PRO-20813,300002963,6.00,17.40,17.40,0.00,0.00,0.00,0.00,0.00,1,1
PRO-2118,300002964,4.00,64.80,64.80,0.00,0.00,0.00,0.00,0.00,1,1
0019000700,300002965,1.00,136.42,147.48,0.00,0.00,0.00,0.00,0.00,1,1
K-95600,300002966,3.00,2244.65,2244.65,0.00,0.00,0.00,0.00,0.00,1,1
922-049,300002967,1.00,18.31,18.31,0.00,0.00,0.00,0.00,0.00,1,1
002-517,300002968,8.00,191.81,191.81,0.00,0.00,0.00,0.00,0.00,1,1
800-284,300002969,1.00,32.47,32.47,0.00,0.00,0.00,0.00,0.00,1,1
858-625,300002970,1.00,30.40,30.40,0.00,0.00,0.00,0.00,0.00,1,1
CJT101,300002971,3.00,196.40,196.40,0.00,0.00,0.00,0.00,0.00,1,1
S-106865,300002972,2.00,700.90,700.90,0.00,0.00,0.00,0.00,0.00,1,1
520243B,300002973,1.00,1902.70,1951.40,0.00,0.00,0.00,0.00,0.00,1,1
662-615,300002974,3.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
20242893,300002975,1.00,604.00,604.00,0.00,0.00,0.00,0.00,0.00,1,1
9801-7980,300002976,2.00,27012.30,29039.60,0.00,0.00,0.00,0.00,0.00,1,1
12263,300002977,3.00,338.50,345.30,0.00,0.00,0.00,0.00,0.00,1,1
106-016,300002978,0.00,196.92,196.92,0.00,0.00,0.00,0.00,0.00,1,1
21326,300002988,0.00,2122.88,2165.34,0.00,0.00,0.00,0.00,0.00,1,1
21319,300002989,0.00,1777.30,1812.80,0.00,0.00,0.00,0.00,0.00,1,1
620850,300002990,0.00,1916.50,1916.50,0.00,0.00,0.00,0.00,0.00,1,1
898000,300002991,1.00,887.20,887.20,0.00,0.00,0.00,0.00,0.00,1,1
634641,300002992,0.00,2093.90,2093.90,0.00,0.00,0.00,0.00,0.00,1,1
620840,300002993,0.00,1543.80,1543.80,0.00,0.00,0.00,0.00,0.00,1,1
20025932,300002994,457.20,79.90,79.90,0.00,0.00,0.00,0.00,0.00,1,1
GA120K,300002996,750.00,30.90,30.90,0.00,0.00,0.00,0.00,0.00,1,1
DC-S1080,300002997,1.00,3144.60,3452.60,0.00,0.00,0.00,0.00,0.00,1,1
KF-4-5PE,300002998,0.00,80.00,80.00,0.00,0.00,0.00,0.00,0.00,1,1
KF-4-5RER,300002999,0.00,80.00,80.00,0.00,0.00,0.00,0.00,0.00,1,1
DMC-14-FA,300003000,0.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,1,1
7121-25200,300003001,0.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,1,1
A83G-513,300003003,5.00,47975.40,50728.82,0.00,0.00,0.00,0.00,0.00,1,1
83-1290,300003004,30.00,774.40,818.85,0.00,0.00,0.00,0.00,0.00,1,1
765-327A,300003005,2.00,272.40,272.40,0.00,0.00,0.00,0.00,0.00,1,1
704-557,300003006,1.00,123.10,123.10,0.00,0.00,0.00,0.00,0.00,1,1
01906,300003007,1.00,8152.30,8315.30,0.00,0.00,0.00,0.00,0.00,1,1
